id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,sum
13611,3,0,5,6,0,11.0,7,0,13643
13612,3,0,6,5,0,4.0,6,0,13636
13613,3,0,5,6,0,6.0,6,0,13639
13614,1,0,4,5,0,12.0,3,0,13639
13615,2,0,7,0,0,5.0,2,0,13631
13616,1,0,4,7,0,7.996737263880939,7,0,13635
13617,8,0,2,1,0,5.0,2,1,13636
13618,2,0,8,5,0,5.0,5,0,13643
13619,2,0,0,7,0,8.0,6,0,13642
13620,9,0,3,2,0,5.0,0,0,13640
13621,4,0,2,0,0,3.0,1,1,13632
13622,8,0,3,1,0,3.0,3,1,13642
13623,4,0,3,1,0,2.0,1,1,13635
13624,3,0,6,3,0,7.0,7,0,13650
13625,2,0,3,6,0,7.0,3,0,13646
13626,1,0,7,6,0,12.0,8,0,13660
13627,2,0,0,5,0,11.0,5,0,13650
13628,1,0,5,0,0,8.0,5,0,13647
13629,0,0,9,6,0,10.0,6,0,13660
13630,5,0,0,1,0,4.0,0,1,13642
13631,5,0,3,2,0,3.0,1,1,13646
13632,2,0,7,0,0,8.0,9,0,13658
13633,1,0,6,6,0,5.0,7,0,13658
13634,2,0,8,3,0,7.996737263880939,6,0,13653
13635,8,0,3,1,0,0.0,0,1,13649
13636,1,0,4,6,0,5.0,5,0,13657
13637,0,0,0,3,0,9.0,7,0,13656
13638,5,0,7,0,0,5.0,2,0,13659
13639,0,0,9,6,0,9.0,9,0,13672
13640,0,0,10,5,0,12.0,7,0,13674
13641,4,0,10,4,0,14.0,10,0,13683
13642,2,0,8,6,0,9.0,0,0,13667
13643,3,0,9,4,0,14.0,0,0,13673
13644,3,0,5,4,0,6.0,0,0,13662
13645,2,0,0,7,0,7.0,9,0,13670
13646,0,0,9,0,0,7.0,6,0,13668
13647,1,0,5,3,0,11.0,7,0,13674
13648,10,0,0,3,0,5.0,1,1,13659
13649,5,0,1,2,0,7.996737263880939,2,1,13660
13650,3,0,7,0,0,10.0,9,0,13679
13651,8,0,1,0,0,7.996737263880939,1,1,13663
13652,1,0,6,0,0,4.0,4,0,13667
13653,0,0,7,6,0,8.0,8,0,13682
13654,0,0,4,5,0,7.996737263880939,3,0,13666
13655,1,0,5,5,0,15.0,10,0,13691
13656,10,0,4,7,0,10.0,8,0,13685
13657,2,0,4,5,0,7.996737263880939,9,0,13677
13658,2,0,9,3,0,14.0,7,0,13693
13659,1,0,7,0,0,13.0,4,0,13684
13660,3,0,5,7,0,6.0,6,0,13687
13661,1,0,7,0,0,14.0,6,0,13689
13662,0,0,5,4,0,14.0,4,0,13689
13663,3,0,9,4,0,14.0,3,0,13696
13664,0,0,7,7,0,8.0,8,0,13694
13665,0,0,5,3,0,10.0,7,0,13690
13666,7,0,1,0,0,5.0,0,1,13681
13667,5,0,3,0,0,2.0,2,1,13680
13668,3,0,7,3,0,8.0,8,0,13697
13669,7,0,2,2,0,0.0,0,1,13682
13670,2,0,7,3,0,7.996737263880939,4,0,13686
13671,1,0,4,7,0,11.0,4,0,13698
13672,1,0,8,4,0,13.0,4,0,13702
13673,3,0,10,4,0,13.0,9,0,13712
13674,2,0,6,7,0,13.0,8,0,13710
13675,1,0,4,4,0,14.0,7,0,13705
13676,0,0,6,5,0,13.0,4,0,13704
13677,0,0,9,4,0,12.0,8,0,13710
13678,1,0,6,6,0,15.0,9,0,13715
13679,1,0,4,5,0,12.0,8,0,13709
13680,0,0,6,5,0,8.0,3,0,13702
13681,3,0,6,5,0,13.0,5,0,13713
13682,3,0,4,3,0,5.0,4,0,13701
13683,2,0,4,4,0,12.0,10,0,13715
13684,10,0,2,0,0,4.0,1,1,13702
13685,3,0,6,0,0,15.0,9,0,13718
13686,3,0,8,6,0,15.0,4,0,13722
13687,2,0,4,6,0,5.0,3,0,13707
13688,0,0,7,7,0,12.0,5,0,13719
13689,2,0,4,3,0,15.0,8,0,13721
13690,1,0,6,6,0,13.0,9,0,13725
13691,1,0,3,5,0,14.0,9,0,13723
13692,4,0,3,2,0,3.0,1,1,13705
13693,3,0,0,6,0,12.0,10,0,13724
13694,1,0,3,4,0,7.996737263880939,6,0,13708
13695,0,0,4,5,0,5.0,9,0,13718
13696,3,0,7,4,0,6.0,5,0,13721
13697,3,0,7,4,0,11.0,6,0,13728
13698,7,0,1,0,0,5.0,1,1,13713
13699,3,0,5,3,0,10.0,3,0,13723
13700,3,0,8,4,0,9.0,6,0,13730
13701,2,0,7,4,0,4.0,4,0,13722
13702,2,0,4,6,0,12.0,9,0,13735
13703,3,0,10,6,0,15.0,4,0,13741
13704,1,0,3,6,0,3.0,6,0,13723
13705,1,0,4,3,0,5.0,3,0,13721
13706,3,0,10,5,0,10.0,8,0,13742
13707,2,0,8,0,0,9.0,8,0,13734
13708,0,0,9,6,0,9.0,6,0,13738
13709,1,0,8,7,0,11.0,9,0,13745
13710,4,0,9,3,0,12.0,7,0,13745
13711,1,0,5,4,0,12.0,0,0,13733
13712,9,0,3,0,0,4.0,0,1,13730
13713,5,0,2,1,0,10.0,1,1,13734
13714,10,0,4,0,0,14.0,8,0,13740
13715,2,0,8,5,0,7.996737263880939,9,0,13739
13716,0,0,4,0,0,14.0,8,0,13742
13717,3,0,7,3,0,8.0,9,0,13747
13718,10,0,3,3,0,1.0,0,1,13736
13719,1,0,6,0,0,7.0,3,0,13736
13720,0,0,7,3,0,11.0,4,0,13745
13721,2,0,10,4,0,10.0,7,0,13754
13722,0,0,4,5,0,12.0,10,0,13753
13723,10,0,3,1,0,7.996737263880939,0,1,13739
13724,10,0,0,4,0,14.0,6,0,13748
13725,4,0,0,2,0,7.0,0,1,13740
13726,1,0,8,7,0,15.0,4,0,13761
13727,6,0,2,2,0,1.0,2,0,13742
13728,10,0,1,1,0,2.0,1,1,13745
13729,1,0,8,3,0,8.0,3,0,13752
13730,0,0,0,7,0,12.0,4,0,13753
13731,0,0,4,6,0,4.0,3,0,13748
13732,1,0,5,0,0,10.0,4,0,13752
13733,3,0,4,6,0,10.0,8,0,13764
13734,2,0,9,5,0,11.0,7,0,13768
13735,1,0,8,5,0,14.0,5,0,13768
13736,0,0,8,7,0,7.0,3,0,13761
13737,2,0,5,0,0,10.0,6,0,13760
13738,2,0,9,4,0,15.0,6,0,13774
13739,1,0,8,6,0,4.0,5,0,13763
13740,0,0,9,5,0,13.0,8,0,13775
13741,8,0,2,0,0,3.0,1,1,13756
13742,5,0,1,0,0,4.0,0,1,13753
13743,0,0,5,4,0,9.0,5,0,13766
13744,11,0,2,1,0,2.0,3,1,13765
13745,4,0,2,0,0,4.0,2,1,13759
13746,1,0,8,5,0,6.0,4,0,13770
13747,2,0,4,5,0,5.0,5,0,13768
13748,2,0,10,4,0,10.0,4,0,13778
13749,1,0,5,6,0,14.0,8,0,13783
13750,9,0,3,1,0,5.0,3,1,13773
13751,0,0,9,0,0,15.0,7,0,13782
13752,0,0,8,5,0,12.0,6,0,13783
13753,2,0,6,3,0,5.0,9,0,13778
13754,2,0,9,5,0,13.0,0,0,13783
13755,10,0,1,2,0,1.0,0,1,13771
13756,1,0,8,6,0,12.0,4,0,13787
13757,3,0,5,0,0,7.0,5,0,13777
13758,2,0,5,7,0,7.996737263880939,9,0,13781
13759,10,0,0,1,0,4.0,0,1,13775
13760,1,0,4,7,0,10.0,4,0,13786
13761,10,0,0,2,0,5.0,1,1,13781
13762,2,0,0,6,0,7.996737263880939,4,0,13774
13763,0,0,10,3,0,10.0,5,0,13791
13764,2,0,5,5,0,4.0,5,0,13785
13765,0,0,8,0,0,10.0,4,0,13787
13766,10,0,9,3,0,12.0,0,0,13790
13767,0,0,6,0,0,11.0,5,0,13789
13768,10,0,6,7,0,7.0,9,0,13797
13769,9,0,1,2,0,4.0,0,1,13787
13770,3,0,7,7,0,10.0,9,0,13806
13771,10,0,1,1,0,3.0,3,1,13791
13772,3,0,7,6,0,7.0,8,0,13803
13773,8,0,0,2,0,4.0,2,1,13790
13774,8,0,1,0,0,4.0,1,1,13790
13775,0,0,9,7,0,8.0,8,0,13807
13776,9,0,0,0,0,1.0,0,1,13788
13777,0,0,7,4,0,8.0,9,0,13805
13778,0,0,4,5,0,10.0,9,0,13806
13779,0,0,6,4,0,10.0,4,0,13803
13780,3,0,0,7,0,8.0,8,0,13806
13781,2,0,10,4,0,14.0,8,0,13819
13782,4,0,2,0,0,3.0,0,1,13792
13783,3,0,9,7,0,13.0,7,0,13822
13784,2,0,8,6,0,10.0,5,0,13815
13785,0,0,9,4,0,11.0,4,0,13813
13786,2,0,9,4,0,13.0,7,0,13821
13787,5,0,6,4,0,15.0,3,0,13820
13788,0,0,6,3,0,12.0,7,0,13816
13789,10,0,5,6,0,8.0,9,0,13817
13790,6,0,1,0,0,7.996737263880939,2,1,13801
13791,3,0,5,6,0,14.0,4,0,13823
13792,0,0,6,4,0,10.0,3,1,13815
13793,0,0,6,3,0,15.0,3,0,13820
13794,7,0,2,3,0,1.0,3,1,13812
13795,4,0,3,0,0,3.0,2,1,13809
13796,1,0,6,6,0,14.0,4,0,13827
13797,2,0,5,7,0,13.0,0,0,13824
13798,0,0,7,4,0,7.996737263880939,6,0,13815
13799,5,0,2,2,0,5.0,0,0,13815
13800,1,0,7,7,0,10.0,8,0,13833
13801,7,0,3,3,0,4.0,2,1,13822
13802,0,0,6,4,0,14.0,10,0,13836
13803,3,0,8,4,0,11.0,3,0,13832
13804,0,0,6,3,0,8.0,7,0,13828
13805,3,0,4,3,0,7.0,6,0,13828
13806,3,0,7,7,0,10.0,4,0,13837
13807,0,0,8,7,0,7.996737263880939,4,0,13826
13808,0,0,9,6,0,15.0,9,0,13847
13809,1,0,5,6,0,13.0,8,0,13842
13810,0,0,9,3,0,12.0,5,0,13839
13811,4,0,3,1,0,2.0,1,1,13823
13812,10,0,8,3,0,14.0,8,0,13845
13813,3,0,5,6,0,15.0,6,0,13848
13814,2,0,4,0,0,6.0,9,0,13835
13815,3,0,6,6,0,7.996737263880939,4,0,13834
13816,10,0,5,6,0,8.0,7,0,13842
13817,0,0,5,5,0,14.0,8,0,13849
13818,10,0,2,0,0,1.0,0,1,13823
13819,1,0,5,0,0,12.0,6,0,13843
13820,3,0,4,4,0,14.0,10,0,13855
13821,8,0,1,1,0,5.0,0,1,13838
13822,2,0,9,5,0,14.0,8,0,13860
13823,1,0,9,4,0,14.0,5,0,13856
13824,3,0,6,4,0,14.0,5,0,13856
13825,2,0,4,7,0,8.0,6,0,13852
13826,11,0,3,2,0,4.0,1,1,13848
13827,8,0,2,1,0,2.0,0,1,13841
13828,0,0,0,7,0,8.0,9,0,13852
13829,3,0,9,6,0,15.0,7,0,13869
13830,0,0,9,3,0,14.0,5,0,13861
13831,3,0,4,5,0,14.0,8,0,13865
13832,1,0,5,4,0,4.0,4,0,13850
13833,1,0,5,4,0,9.0,8,0,13860
13834,10,0,6,6,0,7.0,7,0,13860
13835,0,0,4,4,0,14.0,6,0,13863
13836,4,0,7,6,0,12.0,9,0,13874
13837,2,0,5,6,0,11.0,6,0,13867
13838,8,0,0,2,0,2.0,2,1,13853
13839,1,0,7,7,0,11.0,8,0,13873
13840,3,0,9,4,0,13.0,4,0,13873
13841,0,0,6,5,0,10.0,7,0,13869
13842,3,0,4,4,0,15.0,0,0,13868
13843,2,0,7,3,0,6.0,6,0,13867
13844,1,0,6,5,0,7.996737263880939,7,0,13863
13845,11,0,3,1,0,2.0,0,1,13863
13846,2,0,6,5,0,5.0,10,0,13874
13847,10,0,9,5,0,14.0,6,0,13881
13848,1,0,9,6,0,5.0,4,0,13873
13849,10,0,0,0,0,5.0,0,1,13855
13850,2,0,8,4,0,10.0,9,0,13883
13851,4,0,8,3,0,15.0,4,0,13885
13852,10,0,0,2,0,4.0,2,1,13871
13853,4,0,0,3,0,5.0,2,1,13869
13854,0,0,4,3,0,6.0,8,0,13875
13855,4,0,5,7,0,8.0,6,0,13885
13856,2,0,3,4,0,14.0,7,0,13886
13857,0,0,8,6,0,11.0,5,0,13887
13858,0,0,4,6,0,14.0,3,0,13885
13859,7,0,1,2,0,5.0,3,1,13878
13860,1,0,4,4,0,11.0,4,0,13884
13861,1,0,6,6,0,6.0,5,0,13885
13862,0,0,4,4,0,10.0,5,0,13885
13863,0,0,5,7,0,13.0,4,0,13892
13864,2,0,6,5,0,14.0,7,0,13898
13865,7,0,0,0,0,2.0,0,1,13876
13866,9,0,0,3,0,3.0,1,1,13884
13867,10,0,0,0,0,3.0,2,1,13884
13868,0,0,0,5,0,14.0,4,0,13891
13869,6,0,1,2,0,2.0,2,1,13883
13870,3,0,4,3,0,13.0,9,0,13902
13871,2,0,7,3,0,10.0,9,0,13902
13872,10,0,10,4,0,12.0,3,0,13901
13873,0,0,8,4,0,7.0,8,0,13900
13874,10,0,0,0,0,5.0,2,1,13892
13875,3,0,0,0,0,0.0,1,1,13881
13876,4,0,1,0,0,7.996737263880939,0,1,13883
13877,0,0,9,3,0,15.0,6,0,13910
13878,1,0,10,5,0,12.0,4,0,13910
13879,1,0,2,1,0,2.0,2,1,13889
13880,2,0,0,6,0,7.996737263880939,6,0,13894
13881,1,0,4,5,0,7.996737263880939,7,0,13898
13882,8,0,2,1,0,1.0,0,1,13896
13883,4,0,5,4,0,7.0,7,0,13910
13884,2,0,7,6,0,8.0,3,0,13910
13885,4,0,1,2,0,7.996737263880939,1,1,13895
13886,5,0,2,1,0,5.0,0,1,13899
13887,2,0,9,7,0,12.0,7,0,13924
13888,1,0,5,6,0,4.0,3,0,13907
13889,3,0,9,5,0,11.0,9,0,13926
13890,3,0,10,4,0,13.0,4,0,13924
13891,1,0,6,7,0,8.0,7,0,13920
13892,3,0,8,0,0,12.0,0,0,13915
13893,10,0,6,6,0,5.0,7,0,13917
13894,11,0,3,0,0,5.0,0,1,13915
13895,1,0,8,6,0,14.0,8,0,13932
13896,4,0,6,6,0,8.0,7,0,13927
13897,6,0,3,1,0,2.0,0,0,13911
13898,6,0,2,2,0,2.0,0,1,13911
13899,0,0,9,6,0,10.0,3,0,13927
13900,1,0,7,7,0,15.0,4,0,13934
13901,1,0,0,7,0,9.0,8,0,13926
13902,0,0,6,3,0,9.0,3,0,13923
13903,3,0,7,3,0,9.0,9,0,13934
13904,10,0,2,2,0,2.0,2,1,13924
13905,2,0,6,4,0,13.0,3,0,13933
13906,0,0,7,3,0,6.0,7,0,13929
13907,1,0,5,3,0,7.0,8,0,13931
13908,3,0,8,7,0,14.0,8,0,13948
13909,3,0,9,5,0,13.0,0,0,13939
13910,10,0,3,2,0,3.0,1,1,13930
13911,5,0,0,2,0,0.0,0,1,13920
13912,10,0,5,3,0,3.0,3,0,13926
13913,3,0,3,3,0,11.0,4,0,13937
13914,2,0,6,4,0,6.0,0,0,13932
13915,9,0,3,0,0,5.0,1,1,13935
13916,2,0,4,4,0,15.0,7,0,13948
13917,3,0,9,7,0,7.0,3,0,13946
13918,11,0,1,0,0,1.0,3,1,13935
13919,3,0,4,6,0,8.0,8,0,13948
13920,1,0,6,6,0,15.0,3,0,13951
13921,1,0,4,3,0,6.0,8,0,13943
13922,5,0,0,0,0,3.0,0,1,13932
13923,2,0,6,5,0,7.0,5,0,13948
13924,10,0,8,4,0,7.0,4,0,13947
13925,3,0,6,3,0,6.0,4,0,13947
13926,1,0,7,3,0,6.0,7,0,13950
13927,10,0,5,6,0,4.0,6,1,13948
13928,3,0,10,5,0,8.0,3,0,13957
13929,0,0,6,5,0,13.0,7,0,13960
13930,10,0,4,6,0,11.0,3,0,13954
13931,10,0,6,4,0,12.0,3,0,13956
13932,2,0,4,3,0,9.0,9,0,13959
13933,10,0,7,3,0,7.0,6,0,13956
13934,3,0,4,4,0,7.0,8,0,13960
13935,10,0,5,7,0,14.0,8,0,13969
13936,0,0,4,4,0,10.0,6,0,13960
13937,1,0,9,3,0,6.0,9,0,13965
13938,4,0,8,3,0,9.0,6,0,13968
13939,7,0,2,2,0,1.0,2,1,13954
13940,1,0,4,4,0,12.0,3,0,13964
13941,4,0,3,3,0,1.0,2,1,13956
13942,5,0,2,0,0,0.0,3,1,13954
13943,2,0,5,6,0,5.0,3,0,13964
13944,0,0,8,6,0,4.0,6,0,13968
13945,2,0,9,7,0,14.0,9,0,13986
13946,2,0,7,7,0,14.0,5,0,13981
13947,4,0,2,0,0,2.0,1,1,13958
13948,2,0,3,4,0,10.0,7,0,13974
13949,3,0,7,4,0,15.0,8,0,13986
13950,3,0,1,2,0,4.0,1,0,13963
13951,3,0,5,7,0,14.0,4,0,13984
13952,9,0,1,2,0,2.0,3,1,13971
13953,10,0,0,0,0,5.0,1,1,13971
13954,0,0,5,7,0,10.0,8,0,13984
13955,0,0,8,3,0,14.0,8,0,13988
13956,0,0,7,5,0,7.0,8,0,13983
13957,2,0,8,3,0,7.0,6,0,13983
13958,9,0,3,1,0,5.0,1,1,13978
13959,4,0,4,6,0,14.0,3,0,13990
13960,3,0,1,0,0,4.0,2,1,13972
13961,3,0,8,3,0,15.0,7,0,13997
13962,1,0,9,4,0,7.996737263880939,5,0,13981
13963,4,0,10,7,0,11.0,10,0,14005
13964,1,0,8,6,0,14.0,6,0,13999
13965,10,0,9,4,0,11.0,6,0,13995
13966,2,0,6,3,0,6.0,10,0,13993
13967,1,0,4,4,0,11.0,10,0,13997
13968,1,0,8,4,0,8.0,9,0,13998
13969,10,0,2,3,0,2.0,0,1,13988
13970,2,0,5,6,0,6.0,7,0,13996
13971,2,0,8,4,0,10.0,6,0,14001
13972,0,0,4,6,0,14.0,8,0,14004
13973,1,0,4,4,0,11.0,7,0,14000
13974,1,0,5,7,0,12.0,6,0,14005
13975,1,0,8,6,0,15.0,4,0,14009
13976,0,0,8,0,0,9.0,3,0,13996
13977,10,0,2,0,0,2.0,0,1,13992
13978,3,0,7,4,0,14.0,8,0,14014
13979,0,0,4,3,0,5.0,1,0,13992
13980,10,0,0,0,0,2.0,2,1,13986
13981,4,0,3,0,0,2.0,1,1,13993
13982,10,0,7,4,0,8.0,9,0,14010
13983,9,0,3,2,0,3.0,1,1,14003
13984,0,0,7,7,0,14.0,9,0,14021
13985,4,0,9,6,0,13.0,8,0,14025
13986,4,0,1,0,0,3.0,3,1,13999
13987,1,0,3,7,0,4.0,7,0,14009
13988,0,0,9,3,0,12.0,9,0,14021
13989,9,0,2,2,0,0.0,0,1,14004
13990,2,0,5,5,0,11.0,9,0,14022
13991,10,0,8,5,0,15.0,8,0,14027
13992,1,0,8,7,0,11.0,5,0,14024
13993,5,0,2,2,0,0.0,1,1,14005
13994,10,0,0,2,0,1.0,2,0,13999
13995,2,0,5,4,0,13.0,7,0,14026
13996,0,0,10,7,0,6.0,4,0,14023
13997,0,0,5,6,0,11.0,5,0,14024
13998,8,0,0,0,0,1.0,3,1,14012
13999,3,0,9,6,0,10.0,9,0,14036
14000,2,0,0,6,0,8.0,7,0,14023
14001,1,0,4,6,0,8.0,4,0,14024
14002,1,0,9,4,0,15.0,8,0,14039
14003,1,0,3,5,0,4.0,4,0,14020
14004,0,0,8,3,0,8.0,6,0,14029
14005,2,0,8,4,0,11.0,8,0,14038
14006,2,0,8,4,0,9.0,9,0,14038
14007,2,0,8,7,0,13.0,3,0,14040
14008,2,0,9,7,0,5.0,6,0,14037
14009,1,0,5,4,0,10.0,7,0,14036
14010,11,0,0,2,0,2.0,1,1,14027
14011,1,0,8,7,0,9.0,7,0,14043
14012,3,0,5,7,0,15.0,7,0,14049
14013,1,0,4,5,0,11.0,0,0,14034
14014,4,0,5,4,0,7.996737263880939,3,0,14030
14015,10,0,7,5,0,7.0,4,0,14038
14016,0,0,4,4,0,8.0,5,0,14037
14017,9,0,2,0,0,7.996737263880939,1,1,14030
14018,4,0,7,4,0,14.0,3,0,14050
14019,7,0,2,1,0,2.0,1,1,14034
14020,8,0,3,1,0,4.0,5,1,14043
14021,1,0,8,6,0,8.0,7,0,14051
14022,2,0,5,5,0,7.996737263880939,8,0,14042
14023,1,0,8,4,0,9.0,4,0,14049
14024,6,0,0,0,0,3.0,1,1,14036
14025,6,0,3,1,0,1.0,0,1,14038
14026,7,0,1,2,0,3.0,0,1,14041
14027,4,0,3,3,0,5.0,0,1,14044
14028,0,0,4,4,0,13.0,5,0,14054
14029,2,0,4,3,0,11.0,8,0,14057
14030,2,0,10,3,0,6.0,9,0,14060
14031,2,0,9,7,0,5.0,4,0,14058
14032,0,0,6,7,0,12.0,6,0,14063
14033,1,0,5,7,0,5.0,7,0,14058
14034,7,0,3,1,0,6.0,2,1,14055
14035,4,0,6,7,0,5.0,10,0,14067
14036,1,0,8,4,0,7.0,0,0,14056
14037,8,0,2,3,0,1.0,1,1,14054
14038,5,0,1,3,0,1.0,2,1,14052
14039,2,0,9,4,0,11.0,5,0,14070
14040,0,0,5,5,0,8.0,8,0,14066
14041,3,0,9,3,0,14.0,10,0,14080
14042,5,0,0,1,0,5.0,1,1,14055
14043,10,0,3,1,0,2.0,0,1,14060
14044,0,0,6,5,0,7.996737263880939,6,0,14061
14045,1,0,9,7,0,9.0,9,0,14080
14046,8,0,0,1,0,7.996737263880939,0,1,14057
14047,10,0,0,1,0,2.0,0,1,14061
14048,2,0,0,4,0,14.0,6,0,14074
14049,7,0,0,0,0,3.0,0,1,14061
14050,9,0,3,0,0,8.0,0,1,14072
14051,6,0,2,1,0,2.0,0,1,14064
14052,10,0,5,6,0,14.0,9,0,14086
14053,0,0,6,5,0,8.0,3,0,14075
14054,10,0,2,1,0,2.0,0,1,14061
14055,10,0,2,2,0,3.0,3,1,14077
14056,0,0,9,6,0,6.0,5,0,14082
14057,1,0,8,4,0,14.0,4,0,14088
14058,6,0,0,0,0,5.0,0,1,14070
14059,8,0,2,2,0,1.0,1,1,14074
14060,0,0,5,5,0,5.0,0,0,14075
14061,0,0,7,6,0,7.996737263880939,3,0,14077
14062,3,0,5,0,0,9.0,9,0,14088
14063,0,0,9,7,0,10.0,4,0,14093
14064,0,0,5,5,0,10.0,4,0,14088
14065,10,0,6,5,0,13.0,3,0,14092
14066,1,0,6,6,0,10.0,6,0,14095
14067,4,0,2,1,0,2.0,0,1,14078
14068,7,0,3,3,0,5.0,0,1,14088
14069,5,0,3,2,0,1.0,2,1,14083
14070,3,0,6,4,0,6.0,10,0,14099
14071,2,0,9,0,0,5.0,9,0,14096
14072,2,0,4,6,0,12.0,10,0,14106
14073,1,0,8,4,0,9.0,8,0,14103
14074,8,0,3,0,0,3.0,1,1,14091
14075,3,0,7,4,0,6.0,3,0,14098
14076,2,0,8,0,0,13.0,4,0,14103
14077,0,0,5,5,0,13.0,0,0,14100
14078,8,0,3,2,0,2.0,0,1,14095
14079,2,0,6,5,0,10.0,5,0,14107
14080,3,0,8,3,0,13.0,9,0,14116
14081,1,0,5,5,0,11.0,0,0,14103
14082,0,0,4,4,0,7.0,5,0,14102
14083,0,0,7,4,0,7.0,8,1,14109
14084,2,0,7,6,0,4.0,3,0,14106
14085,4,0,6,7,0,9.0,6,0,14117
14086,3,0,6,7,0,7.0,4,0,14113
14087,5,0,7,5,0,13.0,7,0,14124
14088,2,0,6,7,0,9.0,4,0,14116
14089,2,0,9,5,0,7.996737263880939,6,0,14111
14090,10,0,6,3,0,9.0,8,0,14116
14091,8,0,0,2,0,2.0,1,1,14106
14092,3,0,9,6,0,8.0,7,0,14125
14093,2,0,5,7,0,5.0,4,0,14116
14094,3,0,6,4,0,14.0,8,0,14129
14095,7,0,1,3,0,5.0,1,1,14114
14096,1,0,9,7,0,10.0,6,0,14129
14097,3,0,5,5,0,12.0,8,0,14130
14098,1,0,8,5,0,11.0,5,0,14128
14099,2,0,0,6,0,5.0,5,0,14117
14100,1,0,7,3,0,12.0,5,0,14128
14101,2,0,7,3,0,6.0,8,0,14127
14102,3,0,8,4,0,4.0,3,0,14124
14103,10,0,4,7,0,14.0,6,0,14134
14104,2,0,0,5,0,8.0,9,0,14128
14105,0,0,4,6,0,9.0,0,0,14124
14106,1,0,8,0,0,15.0,0,0,14130
14107,0,0,3,5,0,4.0,9,0,14128
14108,10,0,1,0,0,3.0,2,1,14115
14109,3,0,5,3,0,8.0,9,0,14137
14110,6,0,0,2,0,7.996737263880939,1,1,14121
14111,10,0,2,0,0,1.0,0,1,14126
14112,2,0,6,6,0,9.0,0,0,14135
14113,4,0,7,4,0,9.0,10,0,14147
14114,2,0,7,0,0,8.0,7,0,14138
14115,0,0,7,2,0,7.0,3,0,14134
14116,0,0,6,5,0,6.0,8,0,14141
14117,3,0,8,7,0,10.0,6,0,14151
14118,2,0,9,5,0,14.0,3,0,14151
14119,2,0,4,0,0,9.0,8,0,14142
14120,3,0,4,4,0,10.0,4,0,14145
14121,3,0,3,6,0,14.0,9,1,14156
14122,3,0,7,3,0,14.0,7,0,14156
14123,2,0,5,7,0,13.0,4,0,14154
14124,2,0,7,7,0,7.0,3,0,14150
14125,3,0,9,6,0,7.0,7,0,14157
14126,4,0,6,6,0,10.0,4,0,14156
14127,0,0,9,7,0,12.0,4,0,14159
14128,2,0,4,6,0,7.996737263880939,9,0,14149
14129,9,0,3,1,0,2.0,2,1,14147
14130,7,0,1,0,0,3.0,1,1,14144
14131,2,0,7,4,0,4.0,7,0,14155
14132,4,0,1,2,0,4.0,1,1,14146
14133,10,0,3,0,0,4.0,0,1,14152
14134,10,0,9,3,0,8.0,7,0,14161
14135,6,0,3,0,0,0.0,0,1,14145
14136,11,0,0,2,0,5.0,0,1,14156
14137,2,0,8,6,0,9.0,9,0,14171
14138,2,0,8,6,0,13.0,0,0,14167
14139,2,0,8,7,0,5.0,9,0,14170
14140,3,0,9,7,0,9.0,5,0,14173
14141,10,0,6,4,0,14.0,4,0,14169
14142,1,0,6,3,0,8.0,3,0,14163
14143,0,0,9,3,0,15.0,8,0,14178
14144,0,0,7,7,0,9.0,6,0,14173
14145,2,0,4,6,0,13.0,5,0,14175
14146,11,0,0,3,0,0.0,3,1,14165
14147,0,0,5,0,0,8.0,9,0,14169
14148,0,0,7,7,0,11.0,6,0,14179
14149,0,0,0,6,0,13.0,5,0,14173
14150,10,0,1,0,0,4.0,2,1,14168
14151,4,0,1,3,0,3.0,1,1,14165
14152,0,0,5,0,0,7.0,4,0,14168
14153,4,0,3,3,0,0.0,3,1,14168
14154,2,0,9,4,0,8.0,6,0,14183
14155,0,0,5,3,0,13.0,6,0,14182
14156,11,0,0,0,0,0.0,0,1,14169
14157,2,0,10,4,0,7.0,6,0,14186
14158,0,0,8,4,0,10.0,8,0,14188
14159,0,0,8,0,0,11.0,8,0,14186
14160,1,0,5,7,0,10.0,9,0,14192
14161,3,0,4,0,0,10.0,3,0,14181
14162,3,0,4,7,0,12.0,9,0,14197
14163,2,0,7,7,0,7.996737263880939,9,0,14188
14164,3,0,8,0,0,5.0,5,0,14185
14165,0,0,6,6,0,12.0,8,0,14197
14166,7,0,3,0,0,5.0,1,1,14183
14167,0,0,9,4,0,11.0,0,0,14191
14168,1,0,9,5,0,9.0,6,0,14198
14169,2,0,6,7,0,5.0,9,0,14198
14170,3,0,8,5,0,5.0,9,0,14200
14171,0,0,9,5,0,8.0,0,0,14193
14172,10,0,3,7,0,4.0,7,0,14193
14173,1,0,4,5,0,13.0,6,0,14202
14174,10,0,4,4,0,13.0,5,0,14200
14175,10,0,0,0,0,4.0,0,1,14191
14176,6,0,1,0,0,2.0,1,1,14188
14177,0,0,8,7,0,15.0,4,0,14211
14178,3,0,9,4,0,7.0,10,0,14211
14179,3,0,7,5,0,14.0,4,0,14212
14180,1,0,4,5,0,12.0,5,0,14207
14181,1,0,8,5,0,4.0,6,0,14205
14182,11,0,0,1,0,4.0,1,1,14201
14183,2,0,6,5,0,8.0,0,0,14204
14184,3,0,2,2,0,5.0,0,1,14198
14185,3,0,7,5,0,6.0,6,0,14212
